Date,Close,High,Low,Open,Volume
2007-07-27,5.2985453605651855,5.572105752315102,5.179704218890691,5.383753221571435,12103289
2007-07-30,5.359086036682129,5.4913816763593095,5.294059828474804,5.4308399899895585,1887407
2007-07-31,5.40617561340332,5.57210552248227,5.361329423267907,5.39272140350325,6567074
2007-08-01,5.489140510559082,5.493625033291348,5.347875478242231,5.381510681859466,2622449
2007-08-02,5.4712018966674805,5.493625152377502,5.385995321344779,5.493625152377502,1934210
2007-08-03,5.368056774139404,5.477929184602857,5.231276585813681,5.426355890236621,862849
2007-08-06,5.4285993576049805,5.493625585319628,5.231277129744217,5.356845703553305,1816303
2007-08-07,5.650586128234863,5.69543199896985,5.428599036018545,5.462233599460448,2361434
2007-08-08,5.8299689292907715,5.894995145547723,5.6281622138056955,5.650585467331847,2450839
2007-08-09,5.673009395599365,5.787366667835566,5.6057409025378,5.7044017011948815,1137364
2007-08-10,5.720097064971924,5.829969804780836,5.482414134652134,5.482414134652134,519929
2007-08-13,5.538472652435303,5.785124659898019,5.516048751159895,5.782882398083028,1784201
2007-08-14,5.3187255859375,5.785122615004988,5.314240422330159,5.605739166962205,975055
2007-08-15,5.231276988983154,5.359087500163273,4.933051393625094,5.2918190126672116,6807988
2007-08-16,4.820936679840088,5.087769970355523,4.264847162871741,5.087769970355523,5436009
2007-08-17,4.818695068359375,5.157281414611937,4.491320031197273,4.9375365486251415,5552116
2007-08-20,4.888204574584961,5.078799654842928,4.753666663309101,4.935292699179938,268215
2007-08-21,4.930809497833252,5.007047352930219,4.899417194548772,4.977897631978634,1725398
2007-08-22,5.067589282989502,5.157281032187847,4.977897854572508,5.000320471090743,1291573
2007-08-23,5.323210716247559,5.325452977661304,5.123646242611092,5.123646242611092,721841
2007-08-24,5.4712018966674805,5.4712018966674805,5.157280486884307,5.179704063375648,1136764
2007-08-27,5.493626117706299,5.605741132831758,5.273881252635617,5.471202858056107,777344
2007-08-28,5.269395351409912,5.471201760755091,5.269395351409912,5.410660062498454,124807
2007-08-29,5.316483974456787,5.403933779474153,5.314241712889848,5.334422708554989,589533
2007-08-30,5.179703235626221,5.336663755043862,5.179703235626221,5.269394640226463,455425
2007-08-31,5.3187255859375,5.379266954323794,5.249213890336524,5.309755900285341,314417
2007-09-03,5.383753299713135,5.424114006976025,5.238003414231815,5.282849286086581,73504
2007-09-04,5.448779582977295,5.459991532231875,5.238003469774729,5.282849342105034,75904
2007-09-05,5.314241409301758,5.379267953372254,5.276122644060057,5.379267953372254,115206
2007-09-06,5.448779582977295,5.448779582977295,5.314241645205048,5.314241645205048,399622
2007-09-10,5.381511211395264,5.381511211395264,5.303030772732969,5.320969186208466,276315
2007-09-11,5.403933048248291,5.426355660883607,5.2918183811652275,5.2918183811652275,1911108
2007-09-12,5.383753299713135,5.426356268490631,5.291818973707667,5.291818973707667,1913509
2007-09-13,5.381511211395264,5.493625573859095,5.325453388600661,5.381511211395264,727241
2007-09-14,5.34787654876709,5.38151175911734,5.336665560473549,5.38151175911734,47102
2007-09-17,5.094496726989746,5.269396022294145,5.092254786126581,5.269396022294145,79504
2007-09-18,5.022742748260498,5.15728002500235,4.9554736287176375,5.112434159161302,504928
2007-09-19,5.067589282989502,5.157281032187847,4.95547459649157,5.112435157588674,506428
2007-09-20,5.065346717834473,5.134858108001455,5.004804694518715,5.134858108001455,259814
2007-09-21,5.045166969299316,5.09001317022307,4.865783769511263,5.049651493157275,542130
2007-09-24,4.935294151306152,5.022743963717651,4.915113795497383,4.968928398435467,150608
2007-09-25,4.845600605010986,4.975654313629433,4.845600605010986,4.973411410991578,208511
2007-09-26,4.868026256561279,4.975656438036564,4.84560267389034,4.97341353444108,213312
2007-09-27,4.845600605010986,4.933050390854633,4.845600605010986,4.890446788861102,634236
2007-09-28,4.854571342468262,4.933051459448409,4.850086819346197,4.9061436791533435,371121
2007-10-01,5.370299339294434,5.381510967501504,5.132615772492764,5.134858033977912,296116
2007-10-02,5.493626117706299,5.493626117706299,5.235761839542841,5.240246363160328,480627
2007-10-03,5.392721176147461,5.493624859112078,5.2357606400255365,5.240245162615617,481527
2007-10-04,5.359086036682129,5.560893047966704,5.336663427494257,5.415144163558048,641436
2007-10-05,5.229034423828125,5.426355993359275,5.229034423828125,5.426355993359275,195311
2007-10-08,5.578832149505615,5.583316672158442,5.303030156981141,5.424113551732669,351620
2007-10-09,5.491382598876953,5.5833165951165515,5.303030083806809,5.424113476887557,353120
2007-10-10,5.639374256134033,5.684220122377512,5.430840753554949,5.578831919689655,624335
2007-10-11,5.538472652435303,5.616952457522723,5.527260701797599,5.60349888663278,103805
2007-10-15,5.4106597900390625,5.5721051660105045,5.403933006300684,5.560893859779873,563432
2007-10-16,5.412904262542725,5.572106781872791,5.4039345733945,5.560895472390978,563732
2007-10-17,5.359086036682129,5.377024444813674,5.287333045718442,5.356844096544589,175209
2007-10-18,5.291818618774414,5.3770255129584,5.28733409604599,5.356845160680493,175510
2007-10-19,5.491382598876953,5.493624860172426,5.271637784107584,5.280606829289477,1609291
2007-10-22,5.489140510559082,5.549682209007289,5.314241236968929,5.549682209007289,829847
2007-10-23,5.415144920349121,5.549681877403497,5.314240919433171,5.549681877403497,831047
2007-10-24,5.684221267700195,5.684221267700195,5.406176327716843,5.581075305463341,623735
2007-10-25,5.540714263916016,5.673008978598037,5.493625488202698,5.670766717046229,198911
2007-10-26,5.646101474761963,5.661797947955558,5.4398101940853305,5.540714535106152,357920
2007-10-29,5.695431232452393,5.785122961851239,5.527259079438914,5.605739503053545,264315
2007-10-30,5.639374256134033,5.785123161034695,5.527259269744042,5.605739696060777,265815
2007-10-31,5.493626117706299,5.695432888307026,5.493626117706299,5.628163750919201,207611
2007-11-01,5.706645488739014,5.760461067452598,5.493627360889517,5.493627360889517,328518
2007-11-05,5.8299689292907715,5.908449354288445,5.661796773313637,5.6730080792954265,657037
2007-11-06,5.8299689292907715,5.908449354288445,5.661796773313637,5.6730080792954265,657037
2007-11-07,6.271703243255615,6.271703243255615,6.034020256057801,6.054201256247542,562832
2007-11-08,5.9869303703308105,6.233582975655779,5.836696930655694,6.2111603614785835,860449
2007-11-09,5.8299689292907715,5.942083913796386,5.6730080792954265,5.942083913796386,382821
2007-11-12,5.9869303703308105,5.986930370330811,5.612466939507921,5.827727243422178,485727
2007-11-13,5.818756580352783,6.031775228687619,5.762700054310769,5.939841242853655,484527
2007-11-14,5.525018692016602,5.886028634762979,5.525018692016602,5.872574421696545,301217
2007-11-16,5.314241409301758,5.6191937767046225,5.314241409301758,5.525017513147809,1245670
2007-11-19,5.09001350402832,5.4241153650775935,5.00032141708016,5.4241153650775935,390622
2007-11-21,4.529438018798828,5.094496600256646,4.480107622283943,5.094496600256646,606034
2007-11-22,4.753666400909424,4.820935513224773,4.551859705525885,4.551859705525885,998156
2007-11-23,4.773848533630371,4.820936666894493,4.708821987508171,4.753667538481368,886850
2007-11-26,4.776091575622559,4.9352944142890545,4.776091575622559,4.861298489255143,1112163
2007-11-27,4.910627365112305,4.9577154914290835,4.773847829300797,4.773847829300797,809746
2007-11-28,5.157280921936035,5.269395926818536,4.959959334543077,4.959959334543077,418823
2007-11-29,5.291818618774414,5.314241232416533,5.069831215123014,5.179703946657264,156608
2007-11-30,5.462233543395996,5.471201947575763,5.291818787258331,5.291818787258331,101405
2007-12-03,5.381511211395264,5.448779700561025,5.381511211395264,5.403933827262955,112806
